DATA_COMPRA,COD_CLIENTE,COD_PRODUTO,NOME_PRODUTO
20200515,99DL9N01,26243,SUPORTE UNIV. BEDIN BU-25                    
20200515,99DL9N01,26243,SUPORTE UNIV. BEDIN BU-25                    
20200515,77602301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,22047601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,69222401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,99L6ZO01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,99JBQK01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200515,06554901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,9OP7MT01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,86842301,20599,ROTEADOR RE160 300 MBPS NOVO (05)            
20200515,99CVEA01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,9OB8YL01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,47477801,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,47477801,26325,"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL"
20200515,99MH4O01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200515,99MH4O01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,18227501,19525,RADIO RECEPTOR 2 FXS RM PFT22AC              
20200515,01952001,24716,RECEPTOR MIDIA BOX HDTV B3                   
20200515,22990901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,99DP0Q01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,01952001,21029,ANTENA 1.70 MT MULTIPONTO CENTURY            
20200515,54951201,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200515,20655301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,99E7G601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,99C02V01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,31550601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,54951201,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,99LZ4U01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,84626701,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,84626701,26325,"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL"
20200515,99HGL501,25904,"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG"
20200515,99HGL501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,9O9FL901,26327,"TELEVISOR SMART 55"" 55P8M 4K UHD BLT SEMP TCL"
20200515,9O9FL901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,90571901,26574,SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      
20200515,09360301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,9OFZMC01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,9OONYI01,25728,SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    
20200515,9O5P8X01,26585,SMARTPHONE MOTOROLA MOTO ONE MACRO 64GB AZUL 
20200515,9OBZW301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,02058601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,99CD5001,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200515,99CD5001,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,9O6LMF01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,99EJVN01,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200515,99EJVN01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,99G8ZP01,26432,AUTO RADIO AR-06 PRETO                       
20200515,23867001,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,99MVFR01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,99COO101,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,9O024B01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,YZ342601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,YZ0XQY01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,YYZEOI01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200515,YZ362201,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200515,YZ362201,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,99BU6Z01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,19765101,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,9O6IO301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,9OM5F901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,9OP1U801,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,9NY7KH01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,14147601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,33584301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,64662601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,63837301,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200514,9O03ZV01,26325,"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL"
20200514,9O03ZV01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,99O77R01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,99O77R01,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20200514,99KDE601,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200514,10221401,26582,SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB VERM   
20200514,9OR8VZ01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,24163701,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,99AU9201,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200514,9OQR8501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,9OQR8501,26243,SUPORTE UNIV. BEDIN BU-25                    
20200514,9O6YXI01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,99KGTN01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,99KGTN01,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200514,21661301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,00740801,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,58095001,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,99MAME01,26579,SMARTPHONE MOTOROLA MOTO E6 PLAY 32GB CINZA  
20200514,YYZTG801,19525,RADIO RECEPTOR 2 FXS RM PFT22AC              
20200514,9OCW5601,26525,SMARTPHONE LG K12 MAX AZUL                   
20200514,9NXEDG01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,YZ304001,26584,SMARTPHONE MOTOROLA MOTO G8 PLUS 64GB CEREJA 
20200514,YZ304001,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,YYZEOI01,25354,"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        "
20200514,YZ171701,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200514,YZ171701,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,YZ0ZZM01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,YZ245101,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200513,YZ245101,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,YZ237501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,YZ268501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,YZ268501,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200513,03846101,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,9NXEDG01,25356,"TELEVISOR SMART 49"" UN49J5290 SAMSUNG        "
20200513,90305501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,99D5P701,25995,"TELEVISOR 24"" S1300 L1850 HD LED SEMP TCL    "
20200513,99D5P701,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,23548301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,99EJVN01,26583,SMARTPHONE MOTOROLA MOTO G8 PLUS 64GB AZUL SF
20200513,20618501,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20200513,20618501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,99I5NZ01,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20200513,12777901,26590,RADIO PORTATIL TR04B C/CD/BLUETOOTH SEMP     
20200513,99CQZA01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,9OHDB201,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,9ORAO101,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200513,9ORAO101,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,99E5U001,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200513,99E5U001,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,24929801,25728,SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    
20200513,15673901,24716,RECEPTOR MIDIA BOX HDTV B3                   
20200513,99D39U01,25435,TABLET NB732 MINI MS50X PRETO                
20200513,98337901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,98337901,26324,"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL"
20200513,99H8LA01,25356,"TELEVISOR SMART 49"" UN49J5290 SAMSUNG        "
20200513,99H8LA01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,99INJD01,26324,"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL"
20200513,99INJD01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,01572601,25250,SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    
20200513,01572601,26574,SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      
20200513,01572601,25366,TABLET NB728 MINI MS40G PRETO                
20200513,25818001,26630,TABLET NB316 M7S 16GB QUAD CORE PRETO        
20200513,99BY1501,26569,SMARTPHONE SAMSUNG GAL A10S 32GB PRETO       
20200513,9OQV3R01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,9OQV3R01,21029,ANTENA 1.70 MT MULTIPONTO CENTURY            
20200513,15067001,25580,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    
20200513,99CAR601,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200513,99CAR601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,02888801,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,99IU0W01,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200513,90727901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,96261801,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,99CUU101,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,9OJ1Q001,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,999D8S01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,11378201,24716,RECEPTOR MIDIA BOX HDTV B3                   
20200513,11378201,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200513,11378201,21029,ANTENA 1.70 MT MULTIPONTO CENTURY            
20200513,11378201,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,03237901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,99L7EO01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200513,19927801,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,99PO6701,21823,PEN DRIVE SONY R 8GB USMRGR                  
20200513,9ODLAJ01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,9OBUM401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,9O2ZOE01,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200513,99KZVD01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200513,91224501,26573,SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       
20200513,9OMYH601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,36377301,26243,SUPORTE UNIV. BEDIN BU-25                    
20200513,36377301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200513,99D6IK01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,36377301,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200512,77097301,26573,SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       
20200512,68364701,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,99M10K01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,26300701,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,99D89J01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9OFT3F01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9OEBM901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9OEDDR01,23807,KIT AUTOMOTIVO AU 953 MP3+4 ALTO FALANTES    
20200512,9O7J1801,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9NZ8OC01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,58422501,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200512,58422501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9O1WFB01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,99BXV801,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9OLQ1I01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9OLUGN01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9OJ1Q001,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200512,9OJZVW01,22978,CONJ.SC-AKX100LBK PANASONIC                  
20200512,9OHDE301,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200512,9OHDE301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9OITIQ01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,70315401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,80210501,26243,SUPORTE UNIV. BEDIN BU-25                    
20200512,99HGF301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9NY7KH01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200512,10159801,24716,RECEPTOR MIDIA BOX HDTV B3                   
20200512,05551301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,99D7V901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,05737301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,99HWBI01,25250,SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    
20200512,65080501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,65080501,26243,SUPORTE UNIV. BEDIN BU-25                    
20200512,21217501,26324,"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL"
20200512,21217501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9NYXEM01,26327,"TELEVISOR SMART 55"" 55P8M 4K UHD BLT SEMP TCL"
20200512,9NYXEM01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9O7DGP01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,15714001,25728,SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    
20200512,99EBUC01,26548,SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    
20200512,21509201,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,19749201,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9OLBOD01,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200512,9OLBOD01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,36507601,23447,REPETIDOR RE051 300MPS WPS MULTILASER        
20200512,9O47XZ01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,99AH2R01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200512,99AH2R01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,46685201,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9OJXRM01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,19965901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,19965901,26324,"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL"
20200512,9O5R5A01,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200512,9O5R5A01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,YZ135101,26325,"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL"
20200512,YZ135101,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,PPQFAN01,26243,SUPORTE UNIV. BEDIN BU-25                    
20200512,PPQFAN01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,9OBOP601,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200512,9OBOP601,26724,SMARTPHONE SAMSUNG GAL A51 128GB AZUL        
20200512,9OBOP601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,YZ0LXR01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,YYZ3DS01,26243,SUPORTE UNIV. BEDIN BU-25                    
20200512,000PP501,26243,SUPORTE UNIV. BEDIN BU-25                    
20200512,YZ183301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,YZ139501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,YZ0YKA01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,21664601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,23481501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,02606601,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,69572501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,20283001,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,99LYOR01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,99LYOR01,25354,"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        "
20200511,99IA4X01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,9OFDB101,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200511,9OFDB101,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,9NZ8OC01,26325,"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL"
20200511,99PLQ401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,99PLQ401,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200511,99PLQ401,26528,SMARTPHONE LG K40S LMX430 BMW AZUL           
20200511,9NZI8401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,99F35W01,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200511,99F35W01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,20782401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,9OKAG101,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,9OKAG101,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200511,15269901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,99JD0Y01,20599,ROTEADOR RE160 300 MBPS NOVO (05)            
20200511,99BYZ901,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200511,99BYZ901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,99KW5H01,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200511,78448301,25871,SMARTPHONE LG K12 PLUS PRETO                 
20200511,93758101,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20200511,07694301,26325,"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL"
20200511,07694301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,99EC1K01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,99IL1H01,26724,SMARTPHONE SAMSUNG GAL A51 128GB AZUL        
20200511,9O6PVJ01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,9O6PVJ01,26325,"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL"
20200511,99M5L201,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,9OFN4E01,25435,TABLET NB732 MINI MS50X PRETO                
20200511,71073401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,9O81K201,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,9O81K201,26243,SUPORTE UNIV. BEDIN BU-25                    
20200511,99KTJI01,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20200511,9O22WB01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200511,9O22WB01,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200511,9O22WB01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,9OJPYX01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,9O9BET01,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200511,9NZMT401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,9OKTSL01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,99FSZB01,26243,SUPORTE UNIV. BEDIN BU-25                    
20200511,YYZOUV01,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200511,YYYGL101,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,YZ0ZMA01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200511,YZ0ZMA01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,YZ0ZZM01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200510,99MFEK01,26325,"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL"
20200510,99MFEK01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200510,9O1WFB01,25354,"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        "
20200510,9ONCDH01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200510,9ONCDH01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200510,99I3MR01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200510,99I3MR01,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200510,9ODQGX01,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200510,13287901,26524,SMARTPHONE LG K12 MAX PRETO                  
20200510,80210501,25356,"TELEVISOR SMART 49"" UN49J5290 SAMSUNG        "
20200510,80210501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200510,9OJ1L201,21855,CELULAR BLU JENNY 2.8 T276 DB PRETO-VERMEL   
20200510,9OJ1L201,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200510,9OJ1L201,26525,SMARTPHONE LG K12 MAX AZUL                   
20200510,9OJ1L201,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200510,05021001,15712,SUPORTE PRETO TV LCD 10 A 55 ART.SBRP120     
20200510,99IFCW01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200510,999T0K01,26324,"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL"
20200510,999T0K01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200510,9O2U1S01,26326,"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL"
